Municipality,Date,Month,Year,DayOfTheMonth,Season,Acc_code
36029,2/02/2010,2,2010,2,2,1
36029,2/02/2010,2,2010,2,2,2
36029,2/02/2010,2,2010,2,2,2
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36029,2/02/2010,2,2010,2,2,9
36030,2/02/2010,2,2010,2,2,2
36017,15/02/2010,2,2010,15,2,3
37012,17/02/2010,2,2010,17,2,1
40019,17/02/2010,2,2010,17,2,1
40019,18/02/2010,2,2010,18,2,1
40019,18/02/2010,2,2010,18,2,9
33031,19/02/2010,2,2010,19,2,2
37046,19/02/2010,2,2010,19,2,9
36025,22/02/2010,2,2010,22,2,1
39005,22/02/2010,2,2010,22,2,9
36016,23/02/2010,2,2010,23,2,2
37040,23/02/2010,2,2010,23,2,9
33004,24/02/2010,2,2010,24,2,1
36018,25/02/2010,2,2010,25,2,1
36018,25/02/2010,2,2010,25,2,1
36011,26/02/2010,2,2010,26,2,3
37059,1/03/2010,3,2010,1,1,9
40020,1/03/2010,3,2010,1,1,2
40020,1/03/2010,3,2010,1,1,9
36032,4/03/2010,3,2010,4,1,2
40020,4/03/2010,3,2010,4,1,2
36047,8/03/2010,3,2010,8,1,9
36026,9/03/2010,3,2010,9,1,2
36026,9/03/2010,3,2010,9,1,2
36026,9/03/2010,3,2010,9,1,2
36026,9/03/2010,3,2010,9,1,2
36026,9/03/2010,3,2010,9,1,2
36026,9/03/2010,3,2010,9,1,2
36047,9/03/2010,3,2010,9,1,2
37012,9/03/2010,3,2010,9,1,9
34040,10/03/2010,3,2010,10,1,5
37007,12/03/2010,3,2010,12,1,9
37034,14/03/2010,3,2010,14,1,9
40007,14/03/2010,3,2010,14,1,1
40037,14/03/2010,3,2010,14,1,2
40037,14/03/2010,3,2010,14,1,2
36020,15/03/2010,3,2010,15,1,1
37018,15/03/2010,3,2010,15,1,9
37042,15/03/2010,3,2010,15,1,9
36019,16/03/2010,3,2010,16,1,2
36026,16/03/2010,3,2010,16,1,9
35003,18/03/2010,3,2010,18,1,1
37027,18/03/2010,3,2010,18,1,9
37027,18/03/2010,3,2010,18,1,9
37027,18/03/2010,3,2010,18,1,9
37033,18/03/2010,3,2010,18,1,9
39005,18/03/2010,3,2010,18,1,4
40043,18/03/2010,3,2010,18,1,2
36023,19/03/2010,3,2010,19,1,2
35003,20/03/2010,3,2010,20,1,2
35003,20/03/2010,3,2010,20,1,9
35003,20/03/2010,3,2010,20,1,9
36026,22/03/2010,3,2010,22,1,2
36029,25/03/2010,3,2010,25,1,9
36018,30/03/2010,3,2010,30,1,9
36030,31/03/2010,3,2010,31,1,1
36030,31/03/2010,3,2010,31,1,2
36030,31/03/2010,3,2010,31,1,2
36030,31/03/2010,3,2010,31,1,2
36030,31/03/2010,3,2010,31,1,2
36030,31/03/2010,3,2010,31,1,4
36030,31/03/2010,3,2010,31,1,9
36033,1/04/2010,4,2010,1,1,5
40037,1/04/2010,4,2010,1,1,2
36016,6/04/2010,4,2010,6,1,2
35043,15/04/2010,4,2010,15,1,9
36029,19/04/2010,4,2010,19,1,2
36030,19/04/2010,4,2010,19,1,2
36016,20/04/2010,4,2010,20,1,5
36014,22/04/2010,4,2010,22,1,2
36031,22/04/2010,4,2010,22,1,2
36043,22/04/2010,4,2010,22,1,2
37013,22/04/2010,4,2010,22,1,2
33004,27/04/2010,4,2010,27,1,10
36016,28/04/2010,4,2010,28,1,2
33016,29/04/2010,4,2010,29,1,2
36035,3/05/2010,5,2010,3,1,2
33033,5/05/2010,5,2010,5,1,2
36035,6/05/2010,5,2010,6,1,2
36035,6/05/2010,5,2010,6,1,2
36033,7/05/2010,5,2010,7,1,2
37014,7/05/2010,5,2010,7,1,2
33030,8/05/2010,5,2010,8,1,1
33030,8/05/2010,5,2010,8,1,1
33030,8/05/2010,5,2010,8,1,1
33030,8/05/2010,5,2010,8,1,1
33030,8/05/2010,5,2010,8,1,1
33030,8/05/2010,5,2010,8,1,1
36011,10/05/2010,5,2010,10,1,2
36018,12/05/2010,5,2010,12,1,2
37044,15/05/2010,5,2010,15,1,1
36032,22/05/2010,5,2010,22,1,2
36029,24/05/2010,5,2010,24,1,2
36042,29/05/2010,5,2010,29,1,3
36014,16/06/2010,6,2010,16,3,2
36031,21/06/2010,6,2010,21,3,2
36018,6/07/2010,7,2010,6,3,2
36031,8/07/2010,7,2010,8,3,1
36032,17/07/2010,7,2010,17,3,2
36030,30/07/2010,7,2010,30,3,2
36030,5/08/2010,8,2010,5,3,2
36024,6/08/2010,8,2010,6,3,3
36029,13/08/2010,8,2010,13,3,2
36024,14/08/2010,8,2010,14,3,2
36031,31/08/2010,8,2010,31,3,2
36043,2/09/2010,9,2010,2,4,2
36017,3/09/2010,9,2010,3,4,1
35016,25/09/2010,9,2010,25,4,9
35016,29/09/2010,9,2010,29,4,4
33005,1/10/2010,10,2010,1,4,1
34017,1/10/2010,10,2010,1,4,1
33030,4/10/2010,10,2010,4,4,2
36014,5/10/2010,10,2010,5,4,2
36014,5/10/2010,10,2010,5,4,2
36019,11/10/2010,10,2010,11,4,2
35018,15/10/2010,10,2010,15,4,2
34038,27/10/2010,10,2010,27,4,2
36031,27/10/2010,10,2010,27,4,2
36031,27/10/2010,10,2010,27,4,2
36011,29/10/2010,10,2010,29,4,2
36016,29/10/2010,10,2010,29,4,2
36026,29/10/2010,10,2010,29,4,1
36016,30/10/2010,10,2010,30,4,9
33005,31/10/2010,10,2010,31,4,9
33005,31/10/2010,10,2010,31,4,9
33019,31/10/2010,10,2010,31,4,2
34001,31/10/2010,10,2010,31,4,1
34024,31/10/2010,10,2010,31,4,2
34031,31/10/2010,10,2010,31,4,3
35003,31/10/2010,10,2010,31,4,2
35045,31/10/2010,10,2010,31,4,1
35045,31/10/2010,10,2010,31,4,2
36016,31/10/2010,10,2010,31,4,2
36016,31/10/2010,10,2010,31,4,6
36016,31/10/2010,10,2010,31,4,9
36026,31/10/2010,10,2010,31,4,2
36026,31/10/2010,10,2010,31,4,9
36031,31/10/2010,10,2010,31,4,1
36032,31/10/2010,10,2010,31,4,1
36032,31/10/2010,10,2010,31,4,3
37033,31/10/2010,10,2010,31,4,3
33031,1/11/2010,11,2010,1,4,2
33031,1/11/2010,11,2010,1,4,2
34003,1/11/2010,11,2010,1,4,3
34003,1/11/2010,11,2010,1,4,3
34006,1/11/2010,11,2010,1,4,1
34012,1/11/2010,11,2010,1,4,6
34022,1/11/2010,11,2010,1,4,1
34022,1/11/2010,11,2010,1,4,2
34022,1/11/2010,11,2010,1,4,2
34022,1/11/2010,11,2010,1,4,4
34022,1/11/2010,11,2010,1,4,4
34024,1/11/2010,11,2010,1,4,1
34024,1/11/2010,11,2010,1,4,1
34024,1/11/2010,11,2010,1,4,2
34024,1/11/2010,11,2010,1,4,9
36014,1/11/2010,11,2010,1,4,2
36025,1/11/2010,11,2010,1,4,2
36026,1/11/2010,11,2010,1,4,2
36030,1/11/2010,11,2010,1,4,2
36030,1/11/2010,11,2010,1,4,9
36030,1/11/2010,11,2010,1,4,9
36030,1/11/2010,11,2010,1,4,10
36043,1/11/2010,11,2010,1,4,2
36043,1/11/2010,11,2010,1,4,2
37013,1/11/2010,11,2010,1,4,2
37015,1/11/2010,11,2010,1,4,2
37015,1/11/2010,11,2010,1,4,9
33005,2/11/2010,11,2010,2,4,1
33005,2/11/2010,11,2010,2,4,9
33033,2/11/2010,11,2010,2,4,1
33033,2/11/2010,11,2010,2,4,4
33033,2/11/2010,11,2010,2,4,9
34005,2/11/2010,11,2010,2,4,2
36014,2/11/2010,11,2010,2,4,2
34005,3/11/2010,11,2010,3,4,4
34002,9/11/2010,11,2010,9,4,9
33017,15/11/2010,11,2010,15,4,9
36011,15/11/2010,11,2010,15,4,1
37022,15/11/2010,11,2010,15,4,1
34004,17/11/2010,11,2010,17,4,2
34018,20/11/2010,11,2010,20,4,9
36018,20/11/2010,11,2010,20,4,2
33043,22/11/2010,11,2010,22,4,9
36008,22/11/2010,11,2010,22,4,2
36008,22/11/2010,11,2010,22,4,3
36043,22/11/2010,11,2010,22,4,2
36031,23/11/2010,11,2010,23,4,2
35045,24/11/2010,11,2010,24,4,2
34003,25/11/2010,11,2010,25,4,9
36018,25/11/2010,11,2010,25,4,2
99025,25/11/2010,11,2010,25,4,1
34044,30/11/2010,11,2010,30,4,2
37010,30/11/2010,11,2010,30,4,5
33016,1/12/2010,12,2010,1,2,1
33016,1/12/2010,12,2010,1,2,2
33016,1/12/2010,12,2010,1,2,9
34011,1/12/2010,12,2010,1,2,9
36026,1/12/2010,12,2010,1,2,5
37033,1/12/2010,12,2010,1,2,2
39005,1/12/2010,12,2010,1,2,10
36026,3/12/2010,12,2010,3,2,2
37044,3/12/2010,12,2010,3,2,9
34026,6/12/2010,12,2010,6,2,2
34026,6/12/2010,12,2010,6,2,2
34026,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34035,6/12/2010,12,2010,6,2,2
34045,7/12/2010,12,2010,7,2,2
34035,8/12/2010,12,2010,8,2,9
34040,8/12/2010,12,2010,8,2,2
35025,8/12/2010,12,2010,8,2,2
35025,8/12/2010,12,2010,8,2,2
35041,8/12/2010,12,2010,8,2,2
36016,9/12/2010,12,2010,9,2,2
36018,9/12/2010,12,2010,9,2,2
36018,10/12/2010,12,2010,10,2,2
34006,13/12/2010,12,2010,13,2,2
34024,13/12/2010,12,2010,13,2,5
34045,15/12/2010,12,2010,15,2,2
36032,15/12/2010,12,2010,15,2,2
36032,15/12/2010,12,2010,15,2,2
35003,16/12/2010,12,2010,16,2,2
37036,17/12/2010,12,2010,17,2,2
37027,19/12/2010,12,2010,19,2,2
37027,19/12/2010,12,2010,19,2,2
37027,19/12/2010,12,2010,19,2,2
33005,20/12/2010,12,2010,20,2,2
34003,20/12/2010,12,2010,20,2,2
37033,20/12/2010,12,2010,20,2,9
40046,20/12/2010,12,2010,20,2,2
34002,22/12/2010,12,2010,22,2,2
34002,22/12/2010,12,2010,22,2,4
34003,22/12/2010,12,2010,22,2,5
34005,22/12/2010,12,2010,22,2,1
34006,22/12/2010,12,2010,22,2,5
34012,22/12/2010,12,2010,22,2,3
34018,22/12/2010,12,2010,22,2,5
34024,22/12/2010,12,2010,22,2,5
34028,22/12/2010,12,2010,22,2,2
34035,22/12/2010,12,2010,22,2,2
34035,22/12/2010,12,2010,22,2,11
34046,22/12/2010,12,2010,22,2,2
37015,22/12/2010,12,2010,22,2,3
37015,22/12/2010,12,2010,22,2,3
37015,22/12/2010,12,2010,22,2,3
33005,23/12/2010,12,2010,23,2,2
33016,23/12/2010,12,2010,23,2,2
34008,23/12/2010,12,2010,23,2,7
34024,23/12/2010,12,2010,23,2,2
34024,23/12/2010,12,2010,23,2,2
36024,23/12/2010,12,2010,23,2,3
36029,23/12/2010,12,2010,23,2,2
36030,23/12/2010,12,2010,23,2,3
36031,23/12/2010,12,2010,23,2,2
37029,23/12/2010,12,2010,23,2,4
37031,23/12/2010,12,2010,23,2,2
40007,23/12/2010,12,2010,23,2,2
37010,24/12/2010,12,2010,24,2,5
36011,25/12/2010,12,2010,25,2,2
36011,25/12/2010,12,2010,25,2,3
36016,25/12/2010,12,2010,25,2,2
36016,25/12/2010,12,2010,25,2,2
36018,25/12/2010,12,2010,25,2,2
36019,25/12/2010,12,2010,25,2,3
36047,25/12/2010,12,2010,25,2,2
34024,26/12/2010,12,2010,26,2,5
36014,26/12/2010,12,2010,26,2,2
36014,26/12/2010,12,2010,26,2,2
37049,29/12/2010,12,2010,29,2,1
34046,4/01/2011,1,2011,4,2,4
35003,5/01/2011,1,2011,5,2,2
36011,8/01/2011,1,2011,8,2,3
36011,8/01/2011,1,2011,8,2,3
36011,8/01/2011,1,2011,8,2,3
37031,8/01/2011,1,2011,8,2,2
33043,10/01/2011,1,2011,10,2,3
36032,10/01/2011,1,2011,10,2,1
34024,11/01/2011,1,2011,11,2,2
36029,11/01/2011,1,2011,11,2,5
36029,12/01/2011,1,2011,12,2,11
36047,13/01/2011,1,2011,13,2,2
34035,15/01/2011,1,2011,15,2,2
36011,17/01/2011,1,2011,17,2,2
34039,18/01/2011,1,2011,18,2,2
36032,20/01/2011,1,2011,20,2,10
37014,22/01/2011,1,2011,22,2,9
33028,24/01/2011,1,2011,24,2,7
37010,25/01/2011,1,2011,25,2,4
36033,27/01/2011,1,2011,27,2,3
37026,28/01/2011,1,2011,28,2,10
36047,1/02/2011,2,2011,1,2,10
39010,1/02/2011,2,2011,1,2,7
37013,6/02/2011,2,2011,6,2,1
35042,9/02/2011,2,2011,9,2,10
34018,10/02/2011,2,2011,10,2,10
34038,10/02/2011,2,2011,10,2,5
36018,10/02/2011,2,2011,10,2,3
37027,16/02/2011,2,2011,16,2,2
35003,17/02/2011,2,2011,17,2,2
36033,18/02/2011,2,2011,18,2,4
36033,19/02/2011,2,2011,19,2,1
36014,21/02/2011,2,2011,21,2,4
36026,21/02/2011,2,2011,21,2,5
36031,26/02/2011,2,2011,26,2,3
37059,28/02/2011,2,2011,28,2,2
37034,1/03/2011,3,2011,1,1,9
37047,1/03/2011,3,2011,1,1,2
37051,1/03/2011,3,2011,1,1,1
40032,1/03/2011,3,2011,1,1,2
40011,2/03/2011,3,2011,2,1,11
99006,3/03/2011,3,2011,3,1,2
36014,4/03/2011,3,2011,4,1,5
40020,4/03/2011,3,2011,4,1,1
99008,4/03/2011,3,2011,4,1,9
40028,6/03/2011,3,2011,6,1,9
35016,7/03/2011,3,2011,7,1,4
99006,7/03/2011,3,2011,7,1,2
39004,8/03/2011,3,2011,8,1,2
39004,8/03/2011,3,2011,8,1,2
39004,8/03/2011,3,2011,8,1,3
39004,8/03/2011,3,2011,8,1,7
40046,8/03/2011,3,2011,8,1,1
39015,10/03/2011,3,2011,10,1,2
40003,12/03/2011,3,2011,12,1,10
34011,13/03/2011,3,2011,13,1,11
34031,14/03/2011,3,2011,14,1,9
36011,14/03/2011,3,2011,14,1,2
36011,14/03/2011,3,2011,14,1,2
36011,14/03/2011,3,2011,14,1,2
36011,14/03/2011,3,2011,14,1,2
36016,14/03/2011,3,2011,14,1,2
36024,14/03/2011,3,2011,14,1,3
36024,14/03/2011,3,2011,14,1,3
36025,14/03/2011,3,2011,14,1,2
36029,14/03/2011,3,2011,14,1,2
36029,14/03/2011,3,2011,14,1,3
36029,14/03/2011,3,2011,14,1,3
36032,14/03/2011,3,2011,14,1,3
36043,14/03/2011,3,2011,14,1,2
37027,14/03/2011,3,2011,14,1,10
39015,14/03/2011,3,2011,14,1,1
34046,15/03/2011,3,2011,15,1,11
36016,15/03/2011,3,2011,15,1,2
36016,15/03/2011,3,2011,15,1,2
36017,15/03/2011,3,2011,15,1,2
36025,15/03/2011,3,2011,15,1,2
36025,15/03/2011,3,2011,15,1,2
36026,15/03/2011,3,2011,15,1,2
36026,15/03/2011,3,2011,15,1,2
36031,15/03/2011,3,2011,15,1,2
36031,15/03/2011,3,2011,15,1,2
36032,15/03/2011,3,2011,15,1,2
36043,15/03/2011,3,2011,15,1,1
37013,15/03/2011,3,2011,15,1,1
33026,16/03/2011,3,2011,16,1,2
36026,16/03/2011,3,2011,16,1,2
36029,16/03/2011,3,2011,16,1,2
36029,16/03/2011,3,2011,16,1,3
36031,16/03/2011,3,2011,16,1,3
36035,16/03/2011,3,2011,16,1,1
36035,16/03/2011,3,2011,16,1,2
36047,16/03/2011,3,2011,16,1,2
37031,16/03/2011,3,2011,16,1,9
40012,16/03/2011,3,2011,16,1,2
36018,17/03/2011,3,2011,17,1,3
36018,17/03/2011,3,2011,17,1,9
37027,17/03/2011,3,2011,17,1,10
37058,17/03/2011,3,2011,17,1,5
37059,17/03/2011,3,2011,17,1,5
34013,18/03/2011,3,2011,18,1,10
36016,18/03/2011,3,2011,18,1,2
36024,18/03/2011,3,2011,18,1,2
36025,18/03/2011,3,2011,18,1,2
36032,18/03/2011,3,2011,18,1,2
36047,18/03/2011,3,2011,18,1,2
37031,18/03/2011,3,2011,18,1,1
37031,18/03/2011,3,2011,18,1,2
37059,18/03/2011,3,2011,18,1,3
40022,18/03/2011,3,2011,18,1,2
40022,18/03/2011,3,2011,18,1,10
35007,20/03/2011,3,2011,20,1,2
36024,21/03/2011,3,2011,21,1,3
36030,21/03/2011,3,2011,21,1,1
36030,21/03/2011,3,2011,21,1,1
40019,21/03/2011,3,2011,21,1,1
40032,21/03/2011,3,2011,21,1,2
36018,22/03/2011,3,2011,22,1,2
36018,22/03/2011,3,2011,22,1,2
36031,22/03/2011,3,2011,22,1,2
36032,23/03/2011,3,2011,23,1,1
36032,23/03/2011,3,2011,23,1,2
36029,24/03/2011,3,2011,24,1,2
37010,29/03/2011,3,2011,29,1,2
37010,29/03/2011,3,2011,29,1,2
33034,1/04/2011,4,2011,1,1,5
33043,1/04/2011,4,2011,1,1,11
33044,1/04/2011,4,2011,1,1,2
36033,1/04/2011,4,2011,1,1,1
36043,7/04/2011,4,2011,7,1,2
36019,22/04/2011,4,2011,22,1,2
34045,26/04/2011,4,2011,26,1,9
36029,2/05/2011,5,2011,2,1,2
33043,13/05/2011,5,2011,13,1,2
36029,26/05/2011,5,2011,26,1,2
34005,1/06/2011,6,2011,1,3,2
34005,1/06/2011,6,2011,1,3,2
34005,1/06/2011,6,2011,1,3,2
34005,1/06/2011,6,2011,1,3,2
34005,1/06/2011,6,2011,1,3,3
36014,1/06/2011,6,2011,1,3,2
36014,1/06/2011,6,2011,1,3,10
36047,4/06/2011,6,2011,4,3,2
40014,5/06/2011,6,2011,5,3,2
40014,5/06/2011,6,2011,5,3,2
40014,5/06/2011,6,2011,5,3,2
36011,6/06/2011,6,2011,6,3,2
36026,6/06/2011,6,2011,6,3,2
36026,6/06/2011,6,2011,6,3,2
36031,6/06/2011,6,2011,6,3,2
36047,6/06/2011,6,2011,6,3,2
36016,8/06/2011,6,2011,8,3,2
36031,9/06/2011,6,2011,9,3,2
36031,9/06/2011,6,2011,9,3,2
36025,11/06/2011,6,2011,11,3,9
36011,13/06/2011,6,2011,13,3,2
36011,14/06/2011,6,2011,14,3,2
36016,29/06/2011,6,2011,29,3,2
36018,23/07/2011,7,2011,23,3,2
36025,25/07/2011,7,2011,25,3,1
36018,4/08/2011,8,2011,4,3,1
36017,17/08/2011,8,2011,17,3,1
36017,14/09/2011,9,2011,14,4,2
36016,19/09/2011,9,2011,19,4,2
36016,19/09/2011,9,2011,19,4,2
36016,10/10/2011,10,2011,10,4,2
36043,19/10/2011,10,2011,19,4,9
34039,24/10/2011,10,2011,24,4,1
34039,24/10/2011,10,2011,24,4,1
34039,24/10/2011,10,2011,24,4,1
34039,24/10/2011,10,2011,24,4,1
34039,24/10/2011,10,2011,24,4,1
34039,24/10/2011,10,2011,24,4,1
36031,25/10/2011,10,2011,25,4,1
36014,27/10/2011,10,2011,27,4,1
36014,27/10/2011,10,2011,27,4,2
36047,27/10/2011,10,2011,27,4,2
34005,3/11/2011,11,2011,3,4,1
34008,3/11/2011,11,2011,3,4,1
34018,4/11/2011,11,2011,4,4,1
36014,4/11/2011,11,2011,4,4,2
34039,6/11/2011,11,2011,6,4,1
34039,6/11/2011,11,2011,6,4,1
34039,6/11/2011,11,2011,6,4,1
36029,18/11/2011,11,2011,18,4,2
36011,28/11/2011,11,2011,28,4,1
36016,28/11/2011,11,2011,28,4,2
37058,7/12/2011,12,2011,7,2,2
36014,9/12/2011,12,2011,9,2,2
36032,15/12/2011,12,2011,15,2,2
37027,27/12/2011,12,2011,27,2,2
33043,31/12/2011,12,2011,31,2,3
36016,25/01/2012,1,2012,25,2,2
36018,7/02/2012,2,2012,7,2,2
36025,10/02/2012,2,2012,10,2,2
36023,26/04/2012,4,2012,26,1,1
36033,1/12/2012,12,2012,1,2,2
35016,2/12/2012,12,2012,2,2,4
33036,1/01/2013,1,2013,1,2,2
37027,1/02/2013,2,2013,1,2,2
37027,1/02/2013,2,2013,1,2,4
37013,2/02/2013,2,2013,2,2,4
37013,2/02/2013,2,2013,2,2,4
36017,6/02/2013,2,2013,6,2,9
40020,26/02/2013,2,2013,26,2,9
35003,27/02/2013,2,2013,27,2,4
33004,1/03/2013,3,2013,1,1,3
33004,1/03/2013,3,2013,1,1,9
33005,1/03/2013,3,2013,1,1,1
33005,1/03/2013,3,2013,1,1,2
33044,1/03/2013,3,2013,1,1,1
33044,1/03/2013,3,2013,1,1,2
33044,1/03/2013,3,2013,1,1,9
33044,1/03/2013,3,2013,1,1,9
33044,1/03/2013,3,2013,1,1,9
34005,1/03/2013,3,2013,1,1,5
34006,1/03/2013,3,2013,1,1,2
34026,1/03/2013,3,2013,1,1,2
34026,1/03/2013,3,2013,1,1,4
34032,1/03/2013,3,2013,1,1,9
34038,1/03/2013,3,2013,1,1,2
34039,1/03/2013,3,2013,1,1,2
35001,1/03/2013,3,2013,1,1,2
35001,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,2
35003,1/03/2013,3,2013,1,1,2
35003,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,4
35003,1/03/2013,3,2013,1,1,4
35011,1/03/2013,3,2013,1,1,2
35013,1/03/2013,3,2013,1,1,1
35013,1/03/2013,3,2013,1,1,1
35013,1/03/2013,3,2013,1,1,2
35013,1/03/2013,3,2013,1,1,2
35013,1/03/2013,3,2013,1,1,9
35013,1/03/2013,3,2013,1,1,9
35014,1/03/2013,3,2013,1,1,2
35014,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,1
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,2
35016,1/03/2013,3,2013,1,1,4
35018,1/03/2013,3,2013,1,1,2
35018,1/03/2013,3,2013,1,1,9
35025,1/03/2013,3,2013,1,1,2
35031,1/03/2013,3,2013,1,1,2
35038,1/03/2013,3,2013,1,1,2
35038,1/03/2013,3,2013,1,1,2
35041,1/03/2013,3,2013,1,1,2
35041,1/03/2013,3,2013,1,1,2
35041,1/03/2013,3,2013,1,1,2
35042,1/03/2013,3,2013,1,1,2
35042,1/03/2013,3,2013,1,1,4
35043,1/03/2013,3,2013,1,1,1
35043,1/03/2013,3,2013,1,1,2
35045,1/03/2013,3,2013,1,1,2
36016,1/03/2013,3,2013,1,1,2
36017,1/03/2013,3,2013,1,1,2
36019,1/03/2013,3,2013,1,1,2
36019,1/03/2013,3,2013,1,1,2
36025,1/03/2013,3,2013,1,1,2
36029,1/03/2013,3,2013,1,1,2
36029,1/03/2013,3,2013,1,1,2
36030,1/03/2013,3,2013,1,1,1
36033,1/03/2013,3,2013,1,1,1
36033,1/03/2013,3,2013,1,1,1
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,2
36033,1/03/2013,3,2013,1,1,4
36033,1/03/2013,3,2013,1,1,9
36033,1/03/2013,3,2013,1,1,9
36041,1/03/2013,3,2013,1,1,3
36041,1/03/2013,3,2013,1,1,5
36042,1/03/2013,3,2013,1,1,1
36042,1/03/2013,3,2013,1,1,2
36043,1/03/2013,3,2013,1,1,1
36043,1/03/2013,3,2013,1,1,1
36043,1/03/2013,3,2013,1,1,2
36043,1/03/2013,3,2013,1,1,3
36047,1/03/2013,3,2013,1,1,2
37022,1/03/2013,3,2013,1,1,4
37022,1/03/2013,3,2013,1,1,4
37027,1/03/2013,3,2013,1,1,3
37029,1/03/2013,3,2013,1,1,4
37033,1/03/2013,3,2013,1,1,2
37034,1/03/2013,3,2013,1,1,4
37034,1/03/2013,3,2013,1,1,4
37034,1/03/2013,3,2013,1,1,4
37040,1/03/2013,3,2013,1,1,4
37042,1/03/2013,3,2013,1,1,2
37044,1/03/2013,3,2013,1,1,2
37044,1/03/2013,3,2013,1,1,4
37047,1/03/2013,3,2013,1,1,4
37049,1/03/2013,3,2013,1,1,4
37057,1/03/2013,3,2013,1,1,4
37057,1/03/2013,3,2013,1,1,4
37057,1/03/2013,3,2013,1,1,4
37058,1/03/2013,3,2013,1,1,4
37058,1/03/2013,3,2013,1,1,4
37059,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
39010,1/03/2013,3,2013,1,1,4
37051,3/03/2013,3,2013,3,1,1
34024,4/03/2013,3,2013,4,1,2
40044,4/03/2013,3,2013,4,1,4
40037,5/03/2013,3,2013,5,1,4
33031,6/03/2013,3,2013,6,1,2
34024,6/03/2013,3,2013,6,1,2
34024,6/03/2013,3,2013,6,1,2
34024,7/03/2013,3,2013,7,1,4
36033,7/03/2013,3,2013,7,1,4
33004,8/03/2013,3,2013,8,1,1
33004,8/03/2013,3,2013,8,1,2
33004,8/03/2013,3,2013,8,1,2
33004,8/03/2013,3,2013,8,1,2
33004,8/03/2013,3,2013,8,1,2
33004,8/03/2013,3,2013,8,1,2
34024,8/03/2013,3,2013,8,1,4
34024,8/03/2013,3,2013,8,1,4
34039,8/03/2013,3,2013,8,1,2
34044,8/03/2013,3,2013,8,1,2
34044,8/03/2013,3,2013,8,1,4
35031,8/03/2013,3,2013,8,1,2
40031,8/03/2013,3,2013,8,1,2
35041,9/03/2013,3,2013,9,1,5
35044,9/03/2013,3,2013,9,1,2
36017,9/03/2013,3,2013,9,1,1
36017,9/03/2013,3,2013,9,1,1
36017,9/03/2013,3,2013,9,1,1
36017,9/03/2013,3,2013,9,1,2
36017,9/03/2013,3,2013,9,1,3
36017,9/03/2013,3,2013,9,1,5
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36017,9/03/2013,3,2013,9,1,9
36018,9/03/2013,3,2013,9,1,1
36018,9/03/2013,3,2013,9,1,1
36018,9/03/2013,3,2013,9,1,2
36018,9/03/2013,3,2013,9,1,2
36020,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,1
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,2
36025,9/03/2013,3,2013,9,1,9
36025,9/03/2013,3,2013,9,1,9
